code_n, n_tries,          qber,        f_mean,  c_iters_mean,  n_iters_mean,             R,       s_n,       p_n,   p_n_max,           k_n,   discl_n,           FER 
4000,        20,        0.0010,    5.36888244,    4.55000000,   12.85000000,    0.90000000,         0,       359,       192,          3641,        40,    0.00000000
4000,        20,        0.0020,    2.92762520,    3.70000000,   13.75000000,    0.90000000,         0,       324,       192,          3676,        40,    0.00000000
4000,        20,        0.0310,    1.17982016,    3.00000000,   20.45000000,    0.80000000,         0,         4,       373,          3996,        48,    0.00000000
4000,        20,        0.0030,    2.09549283,    3.00000000,   15.15000000,    0.90000000,         0,       291,       192,          3709,        40,    0.00000000
4000,        20,        0.0910,    1.10625367,    2.70000000,   39.60000000,    0.55000000,         0,        73,       817,          3927,        68,    0.00000000
4000,        20,        0.0610,    1.13233295,    2.85000000,   26.90000000,    0.65000000,         0,       112,       630,          3888,        60,    0.00000000
4000,        20,        0.1210,    1.10793642,    3.00000000,   34.60000000,    0.50000000,       242,         0,       864,          3758,        72,    0.00000000
4000,        20,        0.0040,    1.79094769,    2.80000000,   13.55000000,    0.90000000,         0,       260,       192,          3740,        40,    0.00000000
4000,        20,        0.0320,    1.17380132,    2.90000000,   17.50000000,    0.80000000,        84,         0,       373,          3916,        48,    0.00000000
4000,        20,        0.0050,    1.54736570,    2.35000000,   16.35000000,    0.90000000,         0,       229,       192,          3771,        40,    0.00000000
4000,        20,        0.0920,    1.10473330,    2.70000000,   38.95000000,    0.55000000,         0,        50,       817,          3950,        68,    0.00000000
4000,        20,        0.0620,    1.12315047,    2.70000000,   36.30000000,    0.65000000,         0,        89,       630,          3911,        60,    0.00000000
4000,        20,        0.0060,    1.47665527,    2.40000000,   15.05000000,    0.90000000,         0,       199,       192,          3801,        40,    0.00000000
4000,        20,        0.0330,    1.17391327,    2.90000000,   15.25000000,    0.80000000,       176,         0,       373,          3824,        48,    0.00000000
4000,        20,        0.1220,    1.11332274,    3.15000000,   35.60000000,    0.50000000,       262,         0,       864,          3738,        72,    0.00000000
4000,        20,        0.0070,    1.37116801,    2.15000000,    8.05000000,    0.90000000,         0,       170,       192,          3830,        40,    0.00000000
4000,        20,        0.0080,    1.32224171,    2.10000000,   10.65000000,    0.90000000,         0,       141,       192,          3859,        40,    0.00000000
4000,        20,        0.0340,    1.16850957,    2.65000000,   23.00000000,    0.75000000,         0,       183,       468,          3817,        52,    0.00000000
4000,        20,        0.0930,    1.09773703,    2.55000000,   44.30000000,    0.55000000,         0,        26,       817,          3974,        68,    0.00000000
4000,        20,        0.0630,    1.12320663,    2.75000000,   29.35000000,    0.65000000,         0,        66,       630,          3934,        60,    0.00000000
4000,        20,        0.0090,    1.31918960,    2.30000000,    9.75000000,    0.90000000,         0,       112,       192,          3888,        40,    0.00000000
4000,        20,        0.1230,    1.11490093,    3.20000000,   37.45000000,    0.50000000,       281,         0,       864,          3719,        72,    0.00000000
4000,        20,        0.0100,    1.28324295,    2.25000000,    8.05000000,    0.90000000,         0,        84,       192,          3916,        40,    0.00000000
4000,        20,        0.0350,    1.15718147,    2.55000000,   24.35000000,    0.75000000,         0,       160,       468,          3840,        52,    0.00000000
4000,        20,        0.0110,    1.28876463,    2.50000000,    8.90000000,    0.90000000,         0,        56,       192,          3944,        40,    0.00000000
4000,        20,        0.0940,    1.11328724,    3.00000000,   34.65000000,    0.55000000,         0,         3,       817,          3997,        68,    0.00000000
4000,        20,        0.0640,    1.12364476,    2.80000000,   29.45000000,    0.65000000,         0,        42,       630,          3958,        60,    0.00000000
4000,        20,        0.0120,    1.28327020,    2.65000000,    9.50000000,    0.90000000,         0,        28,       192,          3972,        40,    0.00000000
4000,        20,        0.0360,    1.16229634,    2.70000000,   23.05000000,    0.75000000,         0,       136,       468,          3864,        52,    0.00000000
4000,        20,        0.1240,    1.10786926,    3.00000000,   35.90000000,    0.50000000,       301,         0,       864,          3699,        72,    0.00000000
4000,        20,        0.0130,    1.29990883,    3.00000000,    5.90000000,    0.90000000,         3,         0,       192,          3997,        40,    0.00000000
4000,        20,        0.0950,    1.10361505,    2.75000000,   37.30000000,    0.55000000,        25,         0,       817,          3975,        68,    0.00000000
4000,        20,        0.0650,    1.12789643,    2.95000000,   23.85000000,    0.65000000,         0,        19,       630,          3981,        60,    0.00000000
4000,        20,        0.0140,    1.25511691,    2.35000000,   16.05000000,    0.85000000,         0,       196,       266,          3804,        44,    0.00000000
4000,        20,        0.0370,    1.16329508,    2.80000000,   24.70000000,    0.75000000,         0,       113,       468,          3887,        52,    0.00000000
4000,        20,        0.1250,    1.11142376,    3.10000000,   33.75000000,    0.50000000,       320,         0,       864,          3680,        72,    0.00000000
4000,        20,        0.0150,    1.23436846,    2.30000000,   16.80000000,    0.85000000,         0,       170,       266,          3830,        44,    0.00000000
4000,        20,        0.0960,    1.10193244,    2.70000000,   37.65000000,    0.55000000,        54,         0,       817,          3946,        68,    0.00000000
4000,        20,        0.0380,    1.15355606,    2.70000000,   26.20000000,    0.75000000,         0,        89,       468,          3911,        52,    0.00000000
4000,        20,        0.0160,    1.24989689,    2.60000000,   14.20000000,    0.85000000,         0,       144,       266,          3856,        44,    0.00000000
4000,        20,        0.0660,    1.12420029,    2.90000000,   26.55000000,    0.65000000,         9,         0,       630,          3991,        60,    0.00000000
4000,        20,        0.0170,    1.24562213,    2.70000000,   14.45000000,    0.85000000,         0,       118,       266,          3882,        44,    0.00000000
4000,        20,        0.1260,    1.10966514,    3.05000000,   39.10000000,    0.50000000,       339,         0,       864,          3661,        72,    0.00000000
4000,        20,        0.0390,    1.14978731,    2.70000000,   26.25000000,    0.75000000,         0,        65,       468,          3935,        52,    0.00000000
4000,        20,        0.0970,    1.10928460,    2.90000000,   33.80000000,    0.55000000,        81,         0,       817,          3919,        68,    0.00000000
4000,        20,        0.0180,    1.22021767,    2.55000000,   13.35000000,    0.85000000,         0,        92,       266,          3908,        44,    0.00000000
4000,        20,        0.0670,    1.12423106,    2.90000000,   29.60000000,    0.65000000,        52,         0,       630,          3948,        60,    0.00000000
4000,        20,        0.0400,    1.15967439,    2.95000000,   20.10000000,    0.75000000,         0,        41,       468,          3959,        52,    0.00000000
4000,        20,        0.0190,    1.22615178,    2.75000000,   14.10000000,    0.85000000,         0,        66,       266,          3934,        44,    0.00000000
4000,        20,        0.1270,    1.11159176,    3.10000000,   36.60000000,    0.50000000,       358,         0,       864,          3642,        72,    0.00000000
4000,        20,        0.0980,    1.10573600,    2.80000000,   33.70000000,    0.55000000,       109,         0,       817,          3891,        68,    0.00000000
4000,        20,        0.0200,    1.22762795,    2.90000000,   12.00000000,    0.85000000,         0,        40,       266,          3960,        44,    0.00000000
4000,        20,        0.0680,    1.13044889,    3.05000000,   25.60000000,    0.65000000,        93,         0,       630,          3907,        60,    0.00000000
4000,        20,        0.0410,    1.14519640,    2.75000000,   27.90000000,    0.75000000,         0,        17,       468,          3983,        52,    0.00000000
4000,        20,        0.0210,    1.21395615,    2.85000000,   15.75000000,    0.85000000,         0,        14,       266,          3986,        44,    0.00000000
4000,        20,        0.1280,    1.10969710,    3.05000000,   32.20000000,    0.50000000,       376,         0,       864,          3624,        72,    0.00000000
4000,        20,        0.0990,    1.10176426,    2.70000000,   40.85000000,    0.55000000,       135,         0,       817,          3865,        68,    0.00000000
4000,        20,        0.0220,    1.24557842,    3.35000000,   11.20000000,    0.85000000,        66,         0,       266,          3934,        44,    0.00000000
4000,        20,        0.0420,    1.16897424,    3.25000000,   19.45000000,    0.75000000,        22,         0,       468,          3978,        52,    0.00000000
4000,        20,        0.0690,    1.12627519,    2.95000000,   29.00000000,    0.65000000,       134,         0,       630,          3866,        60,    0.00000000
4000,        20,        0.1290,    1.10788391,    3.00000000,   34.30000000,    0.50000000,       394,         0,       864,          3606,        72,    0.00000000
4000,        20,        0.0230,    1.19943930,    2.50000000,   19.45000000,    0.80000000,         0,       200,       373,          3800,        48,    0.00000000
4000,        20,        0.1000,    1.10577465,    2.80000000,   38.40000000,    0.55000000,       162,         0,       817,          3838,        68,    0.00000000
4000,        20,        0.0430,    1.16351795,    3.15000000,   18.10000000,    0.75000000,        91,         0,       468,          3909,        52,    0.00000000
4000,        20,        0.0240,    1.19109873,    2.50000000,   21.85000000,    0.80000000,         0,       176,       373,          3824,        48,    0.00000000
4000,        20,        0.0700,    1.12855217,    3.00000000,   24.85000000,    0.65000000,       174,         0,       630,          3826,        60,    0.00000000
4000,        20,        0.0440,    1.15833511,    3.05000000,   23.30000000,    0.75000000,       158,         0,       468,          3842,        52,    0.00000000
4000,        20,        0.1300,    1.10975106,    3.05000000,   36.80000000,    0.50000000,       412,         0,       864,          3588,        72,    0.00000000
4000,        20,        0.1010,    1.10368247,    2.75000000,   42.35000000,    0.55000000,       187,         0,       817,          3813,        68,    0.00000000
4000,        20,        0.0250,    1.18457874,    2.50000000,   21.15000000,    0.80000000,         0,       151,       373,          3849,        48,    0.00000000
4000,        20,        0.0710,    1.13626971,    3.00000000,   27.75000000,    0.60000000,         0,       193,       697,          3807,        64,    0.00000000
4000,        20,        0.0450,    1.16085171,    2.90000000,   24.90000000,    0.70000000,         0,       192,       464,          3808,        56,    0.00000000
4000,        20,        0.0260,    1.19154193,    2.70000000,   21.35000000,    0.80000000,         0,       127,       373,          3873,        48,    0.00000000
4000,        20,        0.1310,    1.11138744,    3.10000000,   36.85000000,    0.50000000,       429,         0,       864,          3571,        72,    0.00000000
4000,        20,        0.1020,    1.12499743,    3.15000000,   31.75000000,    0.50000000,         0,       189,       864,          3811,        72,    0.00000000
4000,        20,        0.0270,    1.17846664,    2.60000000,   18.35000000,    0.80000000,         0,       102,       373,          3898,        48,    0.00000000
4000,        20,        0.0460,    1.16822596,    3.10000000,   23.35000000,    0.70000000,         0,       169,       464,          3831,        56,    0.00000000
4000,        20,        0.0720,    1.13617637,    3.05000000,   30.65000000,    0.60000000,         0,       171,       697,          3829,        64,    0.00000000
4000,        20,        0.0280,    1.18837082,    2.85000000,   16.45000000,    0.80000000,         0,        78,       373,          3922,        48,    0.00000000
4000,        20,        0.1320,    1.10950113,    3.05000000,   39.05000000,    0.50000000,       446,         0,       864,          3554,        72,    0.00000000
4000,        20,        0.1030,    1.12150830,    3.10000000,   34.70000000,    0.50000000,         0,       166,       864,          3834,        72,    0.00000000
4000,        20,        0.0470,    1.16191452,    3.05000000,   21.00000000,    0.70000000,         0,       146,       464,          3854,        56,    0.00000000
4000,        20,        0.0730,    1.13201042,    3.00000000,   27.45000000,    0.60000000,         0,       148,       697,          3852,        64,    0.00000000
4000,        20,        0.0290,    1.18575529,    2.90000000,   15.55000000,    0.80000000,         0,        53,       373,          3947,        48,    0.00000000
4000,        20,        0.0480,    1.16099011,    3.10000000,   22.65000000,    0.70000000,         0,       123,       464,          3877,        56,    0.00000000
4000,        20,        0.1330,    1.10949053,    3.05000000,   33.80000000,    0.50000000,       463,         0,       864,          3537,        72,    0.00000000
4000,        20,        0.1040,    1.12193145,    3.15000000,   31.25000000,    0.50000000,         0,       143,       864,          3857,        72,    0.00000000
4000,        20,        0.0300,    1.18322893,    2.95000000,   15.00000000,    0.80000000,         0,        28,       373,          3972,        48,    0.00000000
4000,        20,        0.0740,    1.13441474,    3.10000000,   29.00000000,    0.60000000,         0,       125,       697,          3875,        64,    0.00000000
4000,        20,        0.0490,    1.15239034,    3.00000000,   27.05000000,    0.70000000,         0,       100,       464,          3900,        56,    0.00000000
4000,        20,        0.1340,    1.11135509,    3.10000000,   38.15000000,    0.50000000,       480,         0,       864,          3520,        72,    0.00000000
4000,        20,        0.1050,    1.11272231,    2.95000000,   39.15000000,    0.50000000,         0,       120,       864,          3880,        72,    0.00000000
4000,        20,        0.0750,    1.12172761,    2.85000000,   33.45000000,    0.60000000,         0,       102,       697,          3898,        64,    0.00000000
4000,        20,        0.0500,    1.15154374,    3.05000000,   22.80000000,    0.70000000,         0,        77,       464,          3923,        56,    0.00000000
4000,        20,        0.1350,    1.10789567,    3.00000000,   37.25000000,    0.50000000,       497,         0,       864,          3503,        72,    0.00000000
4000,        20,        0.1060,    1.11338450,    3.00000000,   40.25000000,    0.50000000,         0,        96,       864,          3904,        72,    0.00000000
4000,        20,        0.0510,    1.15855784,    3.25000000,   20.05000000,    0.70000000,         0,        53,       464,          3947,        56,    0.00000000
4000,        20,        0.0760,    1.12619084,    3.00000000,   32.40000000,    0.60000000,         0,        79,       697,          3921,        64,    0.00000000
4000,        20,        0.0520,    1.13833029,    2.90000000,   24.60000000,    0.70000000,         0,        30,       464,          3970,        56,    0.00000000
4000,        20,        0.1360,    1.10599251,    2.95000000,   38.55000000,    0.50000000,       513,         0,       864,          3487,        72,    0.00000000
4000,        20,        0.1070,    1.10627298,    2.85000000,   37.50000000,    0.50000000,         0,        73,       864,          3927,        72,    0.00000000
4000,        20,        0.0770,    1.11595232,    2.80000000,   34.00000000,    0.60000000,         0,        56,       697,          3944,        64,    0.00000000
4000,        20,        0.0530,    1.14517086,    3.10000000,   21.95000000,    0.70000000,         0,         6,       464,          3994,        56,    0.00000000
4000,        20,        0.1370,    1.10596005,    2.95000000,   40.05000000,    0.50000000,       529,         0,       864,          3471,        72,    0.00000000
4000,        20,        0.1080,    1.11058946,    3.00000000,   42.45000000,    0.50000000,         0,        49,       864,          3951,        72,    0.00000000
4000,        20,        0.0780,    1.12433089,    3.05000000,   28.85000000,    0.60000000,         0,        33,       697,          3967,        64,    0.00000000
4000,        20,        0.0540,    1.14216472,    3.05000000,   21.85000000,    0.70000000,        41,         0,       464,          3959,        56,    0.00000000
4000,        20,        0.1380,    1.11679602,    3.25000000,   31.95000000,    0.50000000,       545,         0,       864,          3455,        72,    0.00000000
4000,        20,        0.0550,    1.15148414,    3.25000000,   19.60000000,    0.70000000,        94,         0,       464,          3906,        56,    0.00000000
4000,        20,        0.1090,    1.11475260,    3.15000000,   30.95000000,    0.50000000,         0,        25,       864,          3975,        72,    0.00000000
4000,        20,        0.0790,    1.11429880,    2.85000000,   32.25000000,    0.60000000,         0,        10,       697,          3990,        64,    0.00000000
4000,        20,        0.0560,    1.15606102,    3.35000000,   20.10000000,    0.70000000,       145,         0,       464,          3855,        56,    0.00000000
4000,        20,        0.1390,    1.11690495,    3.25000000,   33.25000000,    0.50000000,       561,         0,       864,          3439,        72,    0.00000000
4000,        20,        0.1100,    1.11156468,    3.10000000,   29.00000000,    0.50000000,         0,         1,       864,          3999,        72,    0.00000000
4000,        20,        0.0800,    1.12380966,    3.10000000,   29.40000000,    0.60000000,        21,         0,       697,          3979,        64,    0.00000000
4000,        20,        0.0570,    1.14917089,    3.20000000,   21.40000000,    0.70000000,       195,         0,       464,          3805,        56,    0.00000000
4000,        20,        0.1400,    1.11135901,    3.10000000,   36.95000000,    0.50000000,       576,         0,       864,          3424,        72,    0.00000000
4000,        20,        0.0810,    1.11396300,    2.85000000,   34.35000000,    0.60000000,        56,         0,       697,          3944,        64,    0.00000000
4000,        20,        0.1110,    1.11512619,    3.20000000,   36.15000000,    0.50000000,        23,         0,       864,          3977,        72,    0.00000000
4000,        20,        0.0580,    1.14232880,    2.90000000,   29.65000000,    0.65000000,         0,       180,       630,          3820,        60,    0.00000000
4000,        20,        0.1410,    1.12027647,    3.35000000,   36.00000000,    0.50000000,       591,         0,       864,          3409,        72,    0.00000000
4000,        20,        0.0820,    1.11976769,    3.00000000,   31.15000000,    0.60000000,        89,         0,       697,          3911,        64,    0.00000000
4000,        20,        0.1120,    1.10417657,    2.90000000,   40.20000000,    0.50000000,        46,         0,       864,          3954,        72,    0.00000000
4000,        20,        0.0590,    1.13992325,    2.90000000,   29.80000000,    0.65000000,         0,       157,       630,          3843,        60,    0.00000000
4000,        20,        0.0830,    1.11778638,    2.95000000,   28.90000000,    0.60000000,       122,         0,       697,          3878,        64,    0.00000000
4000,        20,        0.1420,    1.11699262,    3.25000000,   33.35000000,    0.50000000,       607,         0,       864,          3393,        72,    0.00000000
4000,        20,        0.0600,    1.12518060,    2.65000000,   33.15000000,    0.65000000,         0,       135,       630,          3865,        60,    0.00000000
4000,        20,        0.1130,    1.10233420,    2.85000000,   43.70000000,    0.50000000,        69,         0,       864,          3931,        72,    0.00000000
4000,        20,        0.0840,    1.11772512,    2.95000000,   29.70000000,    0.60000000,       154,         0,       697,          3846,        64,    0.00000000
4000,        20,        0.1430,    1.10951723,    3.05000000,   37.35000000,    0.50000000,       621,         0,       864,          3379,        72,    0.00000000
4000,        20,        0.1140,    1.10959668,    3.05000000,   38.45000000,    0.50000000,        92,         0,       864,          3908,        72,    0.00000000
4000,        20,        0.0850,    1.12186785,    3.05000000,   29.00000000,    0.60000000,       186,         0,       697,          3814,        64,    0.00000000
4000,        20,        0.1440,    1.10963385,    3.05000000,   38.40000000,    0.50000000,       636,         0,       864,          3364,        72,    0.00000000
4000,        20,        0.1150,    1.10796742,    3.00000000,   33.90000000,    0.50000000,       115,         0,       864,          3885,        72,    0.00000000
4000,        20,        0.0860,    1.13050093,    3.10000000,   28.15000000,    0.55000000,         0,       188,       817,          3812,        68,    0.00000000
4000,        20,        0.1450,    1.11488231,    3.20000000,   34.15000000,    0.50000000,       650,         0,       864,          3350,        72,    0.00000000
4000,        20,        0.1160,    1.11155643,    3.10000000,   33.30000000,    0.50000000,       137,         0,       864,          3863,        72,    0.00000000
4000,        20,        0.0870,    1.12258645,    2.95000000,   34.95000000,    0.55000000,         0,       165,       817,          3835,        68,    0.00000000
4000,        20,        0.1460,    1.11692744,    3.25000000,   29.90000000,    0.50000000,       665,         0,       864,          3335,        72,    0.00000000
4000,        20,        0.1170,    1.11315767,    3.15000000,   35.00000000,    0.50000000,       158,         0,       864,          3842,        72,    0.00000000
4000,        20,        0.0880,    1.11278064,    2.75000000,   36.20000000,    0.55000000,         0,       142,       817,          3858,        68,    0.00000000
4000,        20,        0.1470,    1.11150152,    3.10000000,   40.55000000,    0.50000000,       679,         0,       864,          3321,        72,    0.00000000
4000,        20,        0.1180,    1.11334841,    3.15000000,   37.90000000,    0.50000000,       180,         0,       864,          3820,        72,    0.00000000
4000,        20,        0.0890,    1.11299038,    2.80000000,   40.70000000,    0.55000000,         0,       120,       817,          3880,        68,    0.00000000
4000,        20,        0.1480,    1.11333585,    3.15000000,   34.55000000,    0.50000000,       693,         0,       864,          3307,        72,    0.00000000
4000,        20,        0.0900,    1.11344501,    2.85000000,   32.30000000,    0.55000000,         0,        97,       817,          3903,        68,    0.00000000
4000,        20,        0.1190,    1.10974684,    3.05000000,   37.60000000,    0.50000000,       201,         0,       864,          3799,        72,    0.00000000
4000,        20,        0.1490,    1.11849126,    3.30000000,   29.50000000,    0.50000000,       706,         0,       864,          3294,        72,    0.00000000
4000,        20,        0.1200,    1.10954774,    3.05000000,   41.65000000,    0.50000000,       221,         0,       864,          3779,        72,    0.00000000
4000,        20,        0.1500,    1.11324626,    3.15000000,   44.80000000,    0.50000000,       720,         0,       864,          3280,        72,    0.00000000
